152,19,1901,1901165,S,1,SMP GUNUNG SARI,JLN. SULTAN ALAUDDIN NO. 293 MAKASSAR,KECAMATAN TAMALATE,90233,0411 868502
153,19,1901,1901166,S,1,SMP TRI BHAKTI KARSA,JLN. SYEKH YUSUF NO. 63,KECAMATAN TAMALATE,90222,0411 840843
154,19,1901,1901168,S,1,SMP PGRI 1 TAMALATE,JLN. MONUMEN EMI SAELAN III,KECAMATAN RAPPOCINI,90222,0411 5330484
155,19,1901,1901169,S,1,SMP TAMAN SISWA,JLN. MAPPALA BLOK 4/4,KECAMATAN TAMALATE,90225,0411 883408
156,19,1901,1901170,S,1,SMP ISLAM DARUL HIKMAH,JLN. ABUBAKAR LAMBOGO LR 10/8,KECAMATAN MAKASSAR,90143,0411 4664749
157,19,1901,1901171,S,1,SMP NAHDIYAT,JLN. RAPPOCINI RAYA,KECAMATAN RAPPOCINI,90222,0411 -
158,19,1901,1901172,S,1,SMP BAJIMINASA,JL. BAJI MINASA NO.22,,90126,0411 855506
159,19,1901,1901173,N,2,MTSN 1 KOTA MAKASSAR,JL. A.P.PETTARANI NO.1A,KECAMATAN TAMALATE,90221,0411 874856
160,19,1901,1901174,S,2,MTS PP AN-NAHDLAH LAYANG MAKASSAR,Jl. Tinumbu Dalam Lr. 1 No. 9 A,Kecamatan Bontoala,90154,0411 3614223
161,19,1901,1901175,S,2,MTS MUHAMMADIYAH CAB MAKASSAR,JL. MUHAMMADIYAH NO.51B,Kec. Wajo,90171,0411 36111163
162,19,1901,1901177,S,2,MTS AL HIDAYAH MAKASSAR,JL.ABDUL KADIR NO.29,JL. DG. TATA KOMP. HARTACO INDAH BLOK 2E NO 1,90224,0411 
163,19,1901,1901178,S,2,MTS PESANTREN DARUL ISTIQAMAH,JLN .MAMOA RAYA NO.23A,KECAMATAN TAMALATE,90221,0411 884215
164,19,1901,1901179,S,2,MTS RADHIATUL ADAWIYAH,Jl. Sultan Alauddin III No. 32,Makassar,90221,0411 5777379
165,19,1901,1901180,S,2,MTS DDI GALBAR MAKASSAR,Jl. Yos Sudarso Lr. 154A No. 17,Ujung Tanah,90165,0411 330761
166,19,1901,1901181,S,2,MTS ASADIYAH 170 LAYANG MAKASSAR,Jl. Tinumbu Lr. 149 No. 23 Makassar,,90154,0411 3633967
167,19,1901,1901182,S,2,MTS MDIA BONTOALA MAKASSAR,Jl. Lamuru No. 65 Makassar,,90156,0411 3621715
168,19,1901,1901183,S,2,MTS AISIYAH CAB MAKASSAR,Jl. Muhammadiyah No. 68 B Makassar,Kecamatan Wajo,90171,0411 3653334
169,19,1901,1901184,S,2,MTS MDIA TAQWA MAKASSAR,JL. DR.WAHIDIN SUDIROHUSODO IX NO.8,,90172,0411 
170,19,1901,1901185,S,2,MTS TPI MAKASSAR,JL. MENTIMUN NO. 31 MAKASSAR,,90157,0411 
171,19,1901,1901186,S,2,MTS MUHAMMADIYAH LPL MAKASSAR,JL. UJUNG LR. 151 / 18 MAKASSAR,KECAMATAN BONTOALA,90155,0411 
172,19,1901,1901187,S,2,MTS FAQIHUL ILMI MAKASSAR,JL. SABUTUNG BARU III NO. 33 MAKASSAR,JL. SABUTUNG BARU III NO. 33 MAKASSAR,90162,0411 
173,19,1901,1901188,N,2,MTSN 2 KOTA MAKASSAR,JL. PERINTIS KEMERDEKAAN KM. 15 MAKASSAR,Kecamatan Biringkanaya,90346,0411 
174,19,1901,1901189,S,2,MTS DDI DISAMAKAN GUSUNG,Jl. Barukang No. 27,Kecamatan Ujung Tanah,90186,0411 4666821
175,19,1901,1901190,S,2,MTS MUHAMMADIYAH DISAMAKAN CABTALLO,Jln. Arief Rahman Hakim No.2,Kecamatan Tallo,90211,0411 451626
176,19,1901,1901191,S,2,MTS BHAYANGKARA TALLO LAMA,Jl. Sultan Abdullah No.49,TALLO,90211,0411 3326996
177,19,1901,1901192,S,2,MTS MUHAMMADIYAH SYUHADA MAKASSAR,Jl. Datuk Ditiro No.38,TALLO,90214,0411 421438
178,19,1901,1901193,S,2,MTS PONDOK MADINAH MAKASSAR,Jl.P.Kemerdekaan Km.09 Tamalanrea,Biringkanaya,90245,0411 586106
